team_id,season,stat.gamesPlayed,stat.wins,stat.losses,stat.ot,stat.pts,stat.ptPctg,stat.goalsPerGame,stat.goalsAgainstPerGame,stat.evGGARatio,stat.powerPlayPercentage,stat.powerPlayGoals,stat.powerPlayGoalsAgainst,stat.powerPlayOpportunities,stat.penaltyKillPercentage,stat.shotsPerGame,stat.shotsAllowed,stat.winScoreFirst,stat.winOppScoreFirst,stat.winLeadFirstPer,stat.winLeadSecondPer,stat.winOutshootOpp,stat.winOutshotByOpp,stat.faceOffsTaken,stat.faceOffsWon,stat.faceOffsLost,stat.faceOffWinPercentage,stat.shootingPctg,stat.savePctg,team.id,team.name,team.link,stat.penaltyKillOpportunities,stat.savePctRank,stat.shootingPctRank
16,2020,,20th,20th,12th,20th,20th,16th,24th,25th,11th,7th,23rd,6th,28th,19th,30th,20th,19th,26th,26th,21st,21st,19th,29th,27th,29th,,,16.0,Chicago Blackhawks,/api/v1/teams/16,8th,17th,14th
17,2020,56.0,19,27,10,48,42.9,2.232,3.0,0.7768,11.4,17.0,33.0,149.0,78.7,27.2857,31.8929,0.5,0.219,0.643,0.833,0.318,0.353,3041.0,1523.0,1518.0,50.1,8.2,0.906,17.0,Detroit Red Wings,/api/v1/teams/17,,,
17,2020,,27th,24th,4th,28th,28th,30th,20th,29th,30th,30th,18th,27th,22nd,30th,25th,29th,22nd,27th,22nd,28th,28th,25th,19th,10th,17th,,,17.0,Detroit Red Wings,/api/v1/teams/17,12th,14th,31st
18,2020,56.0,31,23,2,64,57.1,2.696,2.75,1.1429,17.6,28.0,42.0,159.0,75.6,29.9821,31.3036,0.72,0.419,0.75,0.895,0.571,0.519,3149.0,1628.0,1521.0,51.7,9.0,0.912,18.0,Nashville Predators,/api/v1/teams/18,,,
18,2020,,13th,16th,31st,13th,13th,22nd,12th,11th,23rd,23rd,29th,17th,29th,14th,24th,17th,5th,13th,10th,12th,12th,12th,9th,11th,7th,,,18.0,Nashville Predators,/api/v1/teams/18,23rd,4th,22nd
19,2020,56.0,27,20,9,63,56.3,2.982,2.982,0.9273,23.2,36.0,38.0,155.0,77.8,28.9643,29.8214,0.565,0.424,0.696,0.8,0.5,0.467,3145.0,1677.0,1468.0,53.3,10.3,0.9,19.0,St. Louis Blues,/api/v1/teams/19,,,
19,2020,,15th,14th,5th,14th,14th,13th,19th,19th,6th,13th,28th,21st,25th,23rd,14th,26th,4th,23rd,25th,15th,15th,13th,4th,5th,4th,,,19.0,St. Louis Blues,/api/v1/teams/19,21st,21st,9th
20,2020,56.0,26,27,3,55,49.1,2.768,2.857,1.0667,18.3,32.0,34.0,175.0,80.2,30.1607,28.1607,0.741,0.207,0.737,0.957,0.471,0.429,3085.0,1541.0,1544.0,50.0,9.2,0.899,20.0,Calgary Flames,/api/v1/teams/20,,,
20,2020,,17th,23rd,28th,21st,21st,19th,16th,16th,21st,16th,21st,7th,15th,11th,6th,14th,26th,18th,2nd,19th,19th,22nd,14th,14th,18th,,,20.0,Calgary Flames,/api/v1/teams/20,25th,23rd,20th
21,2020,56.0,39,13,4,82,73.2,3.518,2.357,1.4886,22.7,47.0,30.0,207.0,83.0,34.5893,25.4107,0.806,0.5,0.87,0.939,0.733,0.545,3235.0,1670.0,1565.0,51.6,10.2,0.907,21.0,Colorado Avalanche,/api/v1/teams/21,,,
21,2020,,2nd,2nd,23rd,1st,1st,1st,3rd,1st,8th,2nd,11th,1st,8th,2nd,1st,2nd,12th,3rd,3rd,2nd,2nd,4th,6th,17th,8th,,,21.0,Colorado Avalanche,/api/v1/teams/21,27th,11th,10th
22,2020,56.0,35,19,2,72,64.3,3.268,2.75,0.9914,27.6,48.0,27.0,174.0,82.5,29.8929,30.6607,0.852,0.414,0.826,0.897,0.583,0.633,2977.0,1501.0,1476.0,50.4,10.9,0.91,22.0,Edmonton Oilers,/api/v1/teams/22,,,
22,2020,,10th,12th,30th,11th,11th,7th,11th,18th,1st,1st,7th,9th,9th,15th,21st,9th,8th,8th,9th,11th,11th,29th,24th,7th,14th,,,22.0,Edmonton Oilers,/api/v1/teams/22,10th,7th,5th
23,2020,56.0,23,29,4,50,44.6,2.643,3.339,0.7939,17.4,27.0,37.0,155.0,79.8,29.0893,33.3929,0.72,0.161,0.706,0.882,0.357,0.429,3162.0,1655.0,1507.0,52.3,9.1,0.9,23.0,Vancouver Canucks,/api/v1/teams/23,,,
23,2020,,24th,28th,24th,24th,24th,24th,26th,27th,25th,26th,27th,22nd,17th,20th,29th,18th,28th,21st,12th,26th,26th,10th,8th,9th,5th,,,23.0,Vancouver Canucks,/api/v1/teams/23,30th,20th,21st
24,2020,56.0,17,30,9,43,38.4,2.214,3.161,0.8197,8.9,11.0,33.0,123.0,79.9,26.7857,30.5714,0.444,0.172,0.529,0.643,0.316,0.306,3118.0,1591.0,1527.0,51.0,8.3,0.897,24.0,Anaheim Ducks,/api/v1/teams/24,,,
24,2020,,30th,30th,6th,30th,30th,31st,23rd,22nd,31st,31st,19th,30th,16th,31st,19th,30th,30th,29th,31st,29th,29th,16th,10th,12th,11th,,,24.0,Anaheim Ducks,/api/v1/teams/24,16th,25th,29th
25,2020,56.0,23,19,14,60,53.6,2.786,2.643,1.086,23.6,37.0,32.0,157.0,79.1,30.3393,27.1071,0.654,0.2,0.75,0.857,0.457,0.333,3218.0,1668.0,1550.0,51.8,9.2,0.903,25.0,Dallas Stars,/api/v1/teams/25,,,
25,2020,,22nd,13th,1st,16th,16th,18th,8th,14th,5th,9th,16th,18th,19th,8th,3rd,19th,25th,14th,17th,20th,20th,5th,7th,15th,6th,,,25.0,Dallas Stars,/api/v1/teams/25,9th,18th,19th
26,2020,56.0,21,28,7,49,43.8,2.536,3.018,0.7983,18.9,32.0,26.0,169.0,83.7,28.3393,31.1786,0.667,0.2,0.769,0.875,0.375,0.333,2981.0,1509.0,1472.0,50.6,8.9,0.903,26.0,Los Angeles Kings,/api/v1/teams/26,,,
26,2020,,25th,26th,13th,25th,25th,27th,21st,26th,19th,17th,6th,11th,7th,27th,23rd,25th,21st,11th,14th,25th,25th,28th,22nd,6th,12th,,,26.0,Los Angeles Kings,/api/v1/teams/26,13th,16th,25th
28,2020,56.0,21,28,7,49,43.8,2.607,3.5,0.7836,14.1,22.0,36.0,156.0,80.4,30.0357,31.9821,0.464,0.286,0.688,0.688,0.478,0.333,3156.0,1528.0,1628.0,48.4,8.7,0.891,28.0,San Jose Sharks,/api/v1/teams/28,,,
28,2020,,26th,27th,14th,26th,26th,25th,29th,28th,29th,27th,25th,19th,14th,13th,26th,27th,18th,25th,29th,18th,18th,11th,16th,24th,24th,,,28.0,San Jose Sharks,/api/v1/teams/28,31st,30th,27th
29,2020,56.0,18,26,12,48,42.9,2.393,3.286,0.7405,15.4,18.0,28.0,117.0,79.0,29.0179,32.4107,0.406,0.208,0.45,0.75,0.273,0.357,3061.0,1387.0,1674.0,45.3,8.2,0.899,29.0,Columbus Blue Jackets,/api/v1/teams/29,,,
29,2020,,29th,22nd,2nd,27th,27th,28th,25th,30th,27th,29th,8th,31st,21st,21st,28th,28th,29th,30th,27th,30th,30th,23rd,30th,28th,30th,,,29.0,Columbus Blue Jackets,/api/v1/teams/29,1st,22nd,30th
30,2020,56.0,35,16,5,75,67.0,3.214,2.839,1.1667,17.6,29.0,31.0,165.0,80.8,28.3036,30.4464,0.767,0.462,0.739,0.875,0.714,0.517,3261.0,1517.0,1744.0,46.5,11.4,0.907,30.0,Minnesota Wild,/api/v1/teams/30,,,
30,2020,,9th,8th,21st,8th,8th,8th,15th,9th,24th,21st,14th,13th,12th,28th,17th,8th,7th,15th,13th,3rd,3rd,3rd,20th,31st,28th,,,30.0,Minnesota Wild,/api/v1/teams/30,14th,13th,3rd
52,2020,56.0,30,23,3,63,56.3,3.036,2.714,1.0784,23.0,37.0,29.0,161.0,80.5,29.6607,30.5893,0.679,0.393,0.762,0.864,0.483,0.625,2957.0,1492.0,1465.0,50.5,10.2,0.911,52.0,Winnipeg Jets,/api/v1/teams/52,,,
52,2020,,14th,17th,27th,15th,15th,12th,10th,15th,7th,8th,10th,15th,13th,17th,20th,15th,10th,12th,15th,17th,17th,30th,26th,4th,13th,,,52.0,Winnipeg Jets,/api/v1/teams/52,7th,6th,11th
53,2020,56.0,24,26,6,54,48.2,2.679,3.107,0.8696,20.8,37.0,32.0,178.0,80.8,27.4643,30.4643,0.609,0.303,0.615,0.857,0.4,0.441,3108.0,1525.0,1583.0,49.1,9.8,0.898,53.0,Arizona Coyotes,/api/v1/teams/53,,,
53,2020,,21st,21st,18th,22nd,22nd,23rd,22nd,20th,13th,11th,17th,5th,11th,29th,18th,24th,14th,28th,18th,24th,24th,18th,17th,20th,23rd,,,53.0,Arizona Coyotes,/api/v1/teams/53,18th,24th,13th
54,2020,56.0,40,14,2,82,73.2,3.393,2.179,1.3776,17.8,31.0,19.0,174.0,86.8,32.6607,27.2679,0.861,0.45,0.846,0.931,0.769,0.667,3102.0,1536.0,1566.0,49.5,10.4,0.92,54.0,Vegas Golden Knights,/api/v1/teams/54,,,
54,2020,,1st,3rd,29th,2nd,2nd,3rd,1st,2nd,22nd,18th,1st,8th,1st,4th,4th,1st,15th,5th,4th,1st,1st,20th,15th,18th,20th,,,54.0,Vegas Golden Knights,/api/v1/teams/54,4th,2nd,8th
